text,label
"""""Polresta Cirebon Ungkap Kasus Pengrusakan dan Penjarahan di Gedung DPRD dan Taman Pataraksa Polresta Cirebon berhasil mengungkap kasus pengrusakan pembakaran dan penjarahan yang terjadi di Kantor DPRD Kabupaten Cirebon dan Taman Pataraksa milik Dinas Lingkungan Hidup (DLH) https://t.co/zFb2NXvzFS""""",neutral
"""""@ARSIPAJA Penjarahan terbesar tuh dari pemerintah itu sendiri 1. Perampasan tanah adat 2. Perampasan tanah rakyat 3. Kerusakan lingkungan akibat tambang 4. Lingkungan jadi tercemar dan banyak rakyat yang jadi korbannya 5. Mengeruk SDA nya tetapi masyarakatnya yang jadi korbannya""""",negative
"""""Gara2 penjarahan &amp""; rusuh kemaren tiap ada perlu malem2 dan liat toko2 pada tutup jd parno sendiri Minggu lalu bener2 selisih sekian menit dari aku keluar beli makan sebelum ada kerusuhan &amp;"" pembakaran. Ngeri sendiri kalo diinget2""""",negative
"""""@hewentbananas @ariefrvv @salam4jari Si dongo msi aja denial ibu2 yg treak provokasi di tengah2 aksi penjarahan dan lantas di jadikan simbol pergerakan oleh para penjarah lalu lu glorifikasi? Logika iblis emang bebal """"",negative
"""""Sejarah Kerusuhan Demo tahun 1998 seperti terulang lagi. Ada yg meninggal ada yg luka ada yg hilang ada penjarahan dan pembakaran. Padahal pemerintahan sekarang belum ada setahun. https://t.co/5X64U4gvfU https://t.co/Nh62qHqrCb""""",negative
"""""Polda Jawa Timur menetapkan 42 tersangka dalam kerusuhan yang terjadi di Surabaya pada 29-31 Agustus 2025 termasuk pelaku pembakaran dan penjarahan d... https://t.co/oMERWjbX3p""""",neutral
"""""@ARSIPAJA Apakah Sri Mul punya rass kemanusiaan? Menjerat Rakyat Dengan Pajak Berlapis-lapis? Penjarahan rumah mu tidak sebanding dengan penjarahan uang rakyat jelata lewat berbagai rekayasa pajak berlapis mu.""""",negative
"""""2. Ketika dijarah ingatkan etika. Ketika memotong anggaran daerah untuk ciptakan chaos dia lupa etika. Yg bikin chaos geng dia sendiri. Kena imbas penjarahan kok marah. Ente penjahat yg dikorbankan penjahat Sri #VonisMatiNadiemMakarim #VonisMatiNadiemMakarim""""",negative
"""""@XXBoom6969 @NOizsee @xsouthernswavex @wukongtuwen Buktiin aja kalo itu propaganda. Kalo gitu lu bilang penjarahan dan pemerkosaan etnis china di 98 itu hoax dong? Padahal udah diakuin sama DPR kalo itu fakta. Lu tolol apa dongo?""""",negative
"""""Narasi fitnah serangan personal bahkan teror rumah hingga penjarahan semua itu bukan spontan. Ada desain besar di baliknya. Targetnya jelas → membuat Bu Sri Mulyani mundur agar kursi Menkeu kosong dan stabilitas fiskal Indonesia goyah. Inilah modus klasik operasi asing.""""",negative
"""""@KevinDota4 @unmagnetism Haha berharap jam tangan 11 milyar ala Sahroni? Untungnya yang asli udah dikembalikan setelah kejadian penjarahan. Kalau mau yang mirip Richard Mille RM 40-01 harganya emang selangit! Apa lagi nih?""""",positive
"""""@ch_chotimah2 Harus ada penjarahan dlu baru si puan bersuara""""",negative
"""""@johchr_29 @txtdrjkt Tgl 25 demo terorganisir tapi gak jelas dari siapa trus di medsos viral hastag bubarkan dpr dari akun yg semua pro pemerintah dan selalu mention gibran. So kita tau pihak mana yg paling benci dpr dan semua kebakaran dan penjarahan waktunya bertahap. Masak gini aja gk paham?""""",negative
"""""@e100ss Lho yg nabrak itu tidak sengaja!! Dan penjarahan itu juga spontanitas!! Tidak perlu ditangkap dan hanya ucap maaf sudah beres harusnya!! #MENOLAK LUPA.""""",neutral
"""""@ARSIPAJA Penjarahan SDA kamu diem bae. Ribuan Trilyun Mingkem""""",negative
"""""penjarahan rumah uya https://t.co/BM58DA0yz3""""",neutral
"""""Polisi berhasil menangkap 28 pelaku penjarahan kantor DPRD Kabupaten Cirebon Jawa Barat dan mengamankan berbagai barang elektronik yang dicuri. Sebagian besar dari pelaku yang ditangkap merupakan pelajar. Mereka terancam hukuman tujuh tahun penjara berdasarkan Pasal 363 tentang https://t.co/AclPRgdZYu""""",neutral
"""""@DPR_RI Pasal 87 KUHP tentang tindak pidana makar cukup memenuhi unsur niat/maksud dan unsur permulaan pelaksanaan. Kalau kmrn ada berita sebut kediaman Presiden jadi sasaran yang terakhir penjarahan mnkn yg begini yg dianggap makar? https://t.co/DchRsTE26D""""",neutral
"""""@Ronnie_Rusli Benar sekali ucapan seseorang terutama pejabat publik seperti Sahroni harus dipikirkan matang² sebelum diucapkan. Nasehat Sebelum bicara pikirkan bahayanya . Ucapan t*l*l dari mulutnya yang memicu amarah dan terjadi penjarahan rumahnya menunjukkan betapa berbahayanya lisan.""""",negative
"""""@OposisiCerdas Penjarahan rumah srimul settingan""""",negative
"""""@MilitaryObs_ID Biasanya yg begitu cuma 2 alasan. 1. Kena propaganda anarkontol dan progreshit. 2. Dia belum pernah merasakan sendiri rasanya ditengah tengah chaos nya ketika kerusuhan horizontal kerusuhan SARA penjarahan massal terorisme teror bom perang separatis. hey semua bs jd lawan..""""",neutral
"""""@CNNIndonesia Gak setuju dengan penjarahan tapi muak dengan para pemimpin dzalim. Tp yg menjarah juga ganjil dan mencurigakan ditambah karangan2 bunga lebay.. Ntah sengaja utk cari simpati dan ada agenda lain atau organik dr masyarakat..gak ada yg bisa dipercaya kecuali Allah Wallahu a'lam.""""",negative
"""""Rumah Dijarah Sri Mulyani Dapat Dukungan Mengejutkan: Janji Apa? Rumah Menteri Keuangan Sri Mulyani Dijarah Banjir Dukungan Mengalir Menteri Keuangan Sri Mulyani menjadi korban penjarahan di kediamannya di Pondok Aren Tangerang Selatan pada Minggu d https://t.co/HJNwzev81g""""",positive
"""""Kok bisa perempuan berjilbab lebar perintahkan instruksikan penjarahan Lol""""",negative
"""""Eh penjarahan kemaren di rumah sahroni eko sama uya kemarin kok kaya gajadi pembahasan yang ramai gitu juga ya di DPR? Kek angin lalu aja gitu. Padahal gua super penasaran dengan responnya... Makin percaya kalo penjarahan kemaren emang udah ada arahannye""""",neutral
"""""@DarsAlexandra1 Kenapa manusia satu ini bisa lolos dari penjarahan??""""",negative
"""""Pak @prabowo mohon maaf Dari demo yang berakhir penjarahan terkesan rakyatmu ini sedang bermasalah karena faktor ekonomi bagaimana progress program mengatasi masalah kemiskinan yang dilakukan para menterimu?""""",neutral
"""""Uya Kuya Kini Tinggal di Safe House Akui Trauma dengan Aksi Penjarahan https://t.co/0otCYZGvgV""""",negative
"""""Penjarahan...""""",neutral
"""""Bisa saja dimungkinkan ada kepentingan politik geng solo dibalik aksi kerusuhan dan penjarahan yang terjadi beberapa hari yang lalu. Apalagi jelas Presiden Prabowo melalui pernyataannya terkait aksi demo yang berujung ricuh tsb telah mengendus adanya indikasi makar. """"",negative
"""""Tapi warga tani tau ga sih ini semua (Desa ditinggal Kota sesak dan kumuh) dulunya karena ulah penjarahan/exploitasi terhadap tanah?""""",negative
"""""Lebih jauh Menko dapat memanggil Kapolri untuk evaluasi penanganan demo yang berujung kemarahan masyarakat sampai dengan penjarahan dan bertambahnya korban jiwa. Jika ditemukan kesalahan dapat memberi rekomendasi ke Presiden untuk penggantian Kapolri.""""",neutral
"""""Viral di Tiktok. Ini penjarahan bisa terus terjadi di rumah2 para koruptor kalau RUU Perampasan Aset Hasil Korupsi tidak segera disahkan. Ingat ini baik2 buat Parpol yang produksi koruptor. @Gerindra @NasDem @PDemokrat @PdiperjuanganP @PartaiGolkar @amanatnasional1 https://t.co/KuyWjrUkq8""""",positive
"""""Akun2 muslim pd ingatin penjarahan haram ulama ingatin penjarahan haram. Tp tetap kena framing juga. """"",negative
"""""Kalau saja viral di medsos orang china menghina pribumi waktu demo bubarkan dpr mungkin akan ada penjarahan ke toko2 dan rumah2 orang china.""""",negative
"""""@Labubung_koe Terkait penjarahan https://t.co/M1qryo50zZ""""",neutral
"""""@ionlyloveian @anxintruther @sangchyeoni ketua penjarahan rumah sahroni""""",neutral
"""""@ARSIPAJA penjarahan lewat uud pajak jauh lebih tidak berkeprimanusiaan.""""",negative
"""""Apel Malam Siaga 1 Pasca pengrusakan Dan Penjarahan di mako Polsek Ciracas Jaktim. di pimpin Kapolsek Ciracas *KOMPOL ROHMAD.S SH. MH* #SuksesMelaluiKebersamaan* https://t.co/QszFZcnGAS""""",positive
"""""@randomable_ Halah buzzer2 paling demen goreng ginian biar kasus kerusuhan dan penjarahan dilupain""""",negative
"""""Penjarahan di rumah sahroni membawa kita ke masa kebangkitan Ferrari""""",neutral
"""""Polisi Tetapkan 42 Tersangka Kerusuhan dan Penjarahan di Surabaya https://t.co/y70LEfi8ME""""",neutral
"""""@pencintaproduk Kamu tau nggak efek sampingnya? Indonesia lagi nggak baik baik aja dan kamu bikin narasi gini. Muka mereka dicatat dan bakal jadi korban penjarahan selanjutnya. Stop it you fvckin stupid!""""",negative
"""""@KompasTV Aparat tolong jagain rumahnya jgn ada penjarahan LG.""""",positive
"""""@profesor_saham Apa kerusuhan dan penjarahan kmrn memang settingan agar bisa naikin anggaran buat 3 instansi itu kah """"",negative
"""""Bukan main ! Tampilan agamis kayak gini ternyata main-actor penjarahan. Orang kayak gini tinggal selangkah tidak segan akan jadi operator terorisme besar.""""",negative
"""""Wah enak ya semua pejabat dapat dilayani oleh Bendahara Negara! Uang pemegang polis Program Saving Plan #Jiwasraya BUMN sudah 8 tahun belum dikembalikan oleh Bendahara Negara. Padahal kami sudah menang Inkracht di Pengadilan. Perasaan kami mengalami penjarahan oleh Negara.""""",positive
"""""Luapan ekspresi kemarahan dan seberkas penyesalan seperti tak bisa disembunyikan mengutuk keras adanya aksi pembakaran dan penjarahan. https://t.co/vyewXztxNI""""",positive
"""""penjarahan yang layak dijarah""""",negative
"""""Msh heran kenapa kok msh ttep diundang. Pdhl lky sendiri loo yg bilang kl pemerkosaan penjarahan persekusi etnih tionghoa dikeplai ini barang wkwkw *apa karna efek mul ya?""""",negative
"""""@Resty_J_Cayah Kemaren sekilas liat di TL katanya Hotman Paris mau advokasi demonstran yg ditangkap tp ga mau advokasi pelaku penjarahan tp knp dia banyak advokasi koruptor?""""",neutral
"""""Bagaimana lanjutannya ya. Sebentar lagi sudah 8 tahun setelah gagal bayar #Jiwasraya BUMN uang premi pemegang polis Program Saving Plan belum dikembalikan. Perasaan kami seperti mengalami penjarahan oleh BUMN. @prabowo @ojkindonesia @KejaksaanRI @keuangannews_id""""",negative
"""""@randomable_ mau nanya kalo kaya dijarah itu kan diem2 ya kaya maling gitu nah harusnya kan yg punya rumah ada dirumah kalo pas penjarahan gaada orangnya berarti udh tau? kalo udh tau kenapa ga diamanin rumahnya? udh ga pernah nonton sinetron indo aku jadi gatau yg beneran atau hanya akting""""",neutral
"""""@Muslim_AntiPKI9 Jadi jika terjadi penjarahan macam yg dialami Syahroni dll jangan salahkan rakya yah️️️ jika kritikannya tidak didengar pantas saja koruptor di negri ini merajalela https://t.co/icAfq2YN6E""""",negative
"""""@TirtoID Kenapa kaget? Seperti itulah penjarahan jika rakyat miskin maka buatlah kebijakan ekonomi yang mensejahterakan rakyat.""""",negative
"""""Lalu terjadi kerusuhan perusakan fasilitas umum dan penjarahan yang memang bertujuan sebagai upaya mengacaukan stabilitas.""""",negative
"""""tidak membenarkan penjarahan tidak mbenarkan kesombongan juga""""",positive
"""""@somexthread Cuma pengen tau diluar Penyampaian aspirasi di demo kemaren adakah yang kecewa dengan ekses yang ditimbulkan seperti pengerusakan pembakaran dan penjarahan?""""",neutral
"""""Bukan membenarkan penjarahan tapi itu yg kita rasakan sebagai rakyat yg harusnya memberi rasa aman malah jadi sumber ketakutan berperi kemanusian? Kalian pikir kalian memanusiakan manusia? tanah dirampas pendapatan dirampas dengan pajak dan segala potongan dan masih bnyk!!""""",negative
"""""Fragmen Kepala Ganesha Diselamatkan ke Rumah Aman Usai Penjarahan di Kediri https://t.co/T0xDmDSuzn""""",positive
"""""Tersangka Kericuhan di Jakarta 43 Orang Ada Klaster Penjarahan-Perusakan https://t.co/0TOiqZjwrG""""",neutral
"""""@nntweetnn @ARSIPAJA Wah Bu Sri Mulyani curhat hilang rasa aman pasca rumah dijarah 31 Agt 2025 rugi lukisan 17 thn lalu. Tapi data KPK 2024: korupsi rugikan negara Rp 59T setara 1 5 juta rumah rakyat. Ironis ya 'penjarahan' skala nasional bikin rakyat lama hilang perikemanusiaan. Menusuk? Data""""",negative
"""""@goonjol Apa ga ada penjarahan lagi ya nitip orang ini""""",neutral
"""""@txtdrimedia Gw gak setuju sih sama yg namanya penjarahan apapun alasannya. Tapi ngedukung si Uya Kuya ?? Najess tra lala.""""",negative
"""""@unntthpt2 ya ampun sayangg kamu tau gaj demo dimana' penjarahan dimana' lah kamuu kemanaa? aku kangenn hm""""",positive
"""""Pemerintah Kabupaten Kediri Jawa Timur menyimpan fragmen kepala Ganesha di rumah aman setelah sempat ditaruh lagi di Museum Bagawanta Bhari untuk beberapa waktu usai penjarahan. https://t.co/5xFulOSg8K""""",neutral
"""""Setiap warga negara Indonesia memiliki hak untuk menyampaikan aspirasi. Namun penyampaian aspirasi harus dilakukan secara damai. Untuk itu masyarakat jangan mau terprovokasi untuk melakukan aksi anarkis apalagi melakukan penjarahan. #SalingJagaIndonesia https://t.co/H01KWTHMsA""""",positive
"""""Setiap warga Indonesia memiliki hak untuk menyampaikan aspirasi. Namun penyampaian aspirasi harus dilakukan secara damai. Untuk itu masyarakat jangan mau terprovokasi untuk melakukan aksi anarkis apalagi melakukan penjarahan.Mari bersama kita jaga Indonesia #SalingJagaIndonesia https://t.co/M0ybTAuXhB""""",positive
"""""@cewecowoajaib @tham878 Kl bener sdh pinter mencerna kenapa masih ada penjarahan? Itu artinya gampang terprovokasi""""",positive
"""""Polres Tangsel Tangkap Sejumlah Penjarah Rumah Pejabat https://t.co/MbiF1qhRFW""""",neutral
"""""@GoodRecom Pak @ListyoSigitP Coba ente sama bawahan2 ente fokus ke orang2 itu. Gali info siapa yang ngijinin penjarahan. Cari tau sistemnya gimana. At least ente jadi tau cara penanganannya buat kedepan. Jangan cuma nangkepnya doang.""""",negative
"""""@ARSIPAJA Bukan membenarkan penjarahan rumah beliau juga ya. Cuma kami rakyat kecil juga udah lama hilang rasa keadilan dan kesejahteraan bu. Pajak semakin besar lapangan kerja susah kebutuhan pokok naik. Dimana empati dan kemanusiaan ibu dan kawan2 ibu selama ini?""""",negative
"""""@WongAlasRoban Ada yg kirim karangan bunga dukungan penjarahan rumah gak?""""",negative
"""""@Pak_Penx @RadioElshinta Iya aneh memang. Menurut laporan Detik dan Okezone pakaian dalam memang ikut dicuri saat penjarahan rumah yang disangka milik Nafa Urbach. Tapi sebenarnya itu rumah kontrakan Zack Lee mantannya. Meme kutipan marah itu tampaknya cuma viral di medsos bukan pernyataan resmi. """"",neutral
"""""@txtdrimedia Aneh bet @kemendagri yaak...? Kekhawatirannya kok takut diviralkan dimedsos. Bukannya diingatkan agar pejabatnya mengurangi hedonism berempathy dg kondisi ekonomi masyarakat! Padahal kata doi pintar skarang mendadak pekok?? Efek penjarahan rumah pejabat minggu lalu kayaknya""""",negative
"""""Direktorat Tindak Pidana Siber Bareskrim Polri bersama Polda jajaran menangkap 7 orang tersangka yang diduga menyebarkan konten provokatif di media sosial terkait aksi penjarahan #PolriPresisi #SalamPresisi #StaySafe #HindariProvokasi https://t.co/Js113Wlwaa""""",neutral
"""""@terratemps Sentimen ini bung bisa aja diarahin ke akarnya/sistemnya tapi butuh waktu pasti bkn hal yg gak mungkin. Kaya kemarin soal intel perusak/penjarahan kan pada sadar tu. Yg lebih bodoh lagi mah tiba2 narasi mafia riza chalid dibalik gerakan ini wkwk cari kambinghitam bgt""""",negative
"""""Makanya gaya bicaranya jangan seperti koruptor https://t.co/fg7DEF2gbT via @tribunnews""""",neutral
"""""@akbarfaizal68 Sy tdk setuju dengan kata warga . Seolah olah kita semua ini setuju dengan pengrusakan dan penjarahan""""",positive
"""""Eko Purnomo perajin kostum asal Tulungagung tiba-tiba viral karena kostum Iron Man buatannya diduga hasil penjarahan milik Ahmad Sahroni anggota DPR RI. Awalnya Eko mengunggah foto kostum tersebut di media sosial namun kemudian dituduh menjarah setelah kerusuhan di Jakarta. https://t.co/5armoIaFmo""""",neutral
"""""SHOLAT GERHANA ADALAH SARANA PENGALIH DAN PEMBOHONGANYG SUKSES. KARENA KETERBATASAN WAWASAN..TIDAK ADA KORELASINYA GERHANA DENGAN KERUSUHAN YG DIBALUT DEMO PENJARAHAN.""""",neutral
"""""@susipudjiastuti Ngga mungkin bu menkeu bu beliau lagi merasa tersakiti karena penjarahan dirumahnya tapi lupa kalau rakyat 'dijarah' lewat pajak hanya untuk gaya hidup pejabat..""""",negative
"""""Warga di Dekat Rumah Ahmad Sahroni Mengaku Tak Kenali Wajah Provokator Penjarahan https://t.co/j6481C3t9I""""",neutral
"""""Karena ada penjarahan fix gaji naik Kerja kerja kerja """"",negative
"""""Polisi Tangkap Provokator Penjarahan Rumah Uya Kuya di Jakarta Timur https://t.co/oK29zLyyAn""""",neutral
"""""@neoretropolism Beda... Satu menggunakan regulasi satu tarung bebas... Itulah pentingnya adanya pengurus atau pemerintah dalam masyarakat... Kalo si miskin mengambil langsung harta si kaya tanpa regulasi atau sebaliknya itu namanya penjarahan dan perampokan...""""",neutral
"""""@P3gEl Julas sengaja orangnya itu2 aja yg sponsorin jebolin rumah yang mau dijarah. Yang pake sweater belakang gambar bendera Korsel tertangkap kamera ada di beberapa lokasi penjarahan""""",neutral
"""""@MemoryF42523 @folkareamedia Ini gambar dari pertemuan Uya Kuya dengan seorang ibu lansia yang mengambil AC dari rumahnya saat insiden penjarahan. Ibu itu hidup miskin rawat cucu disabilitas dan Uya memilih memaafkannya melalui restorative justice bahkan beri uang jajan. Salut atas sikapnya! ()""""",positive
"""""tetap vertikal bu protes ke polisi kenapa ndak bisa ngamanin rumah situ! yang menyebalkan dari ini adalah seolah penjarahan ada kaitannya dengan protes rakyat bahkan tanpa beliau ngomong explisit. nyebahi.""""",negative
"""""@hajarsabrani @Dandhy_Laksono @ARSIPAJA Penjarahan bersifat personal tpi identitas dia sebagai penjabat ga bisa lepas begitu saja bang. Wajar aja jika msy menarik kesimpulan kalo menjarah gpp asal bukan rmh dia.""""",neutral
"""""Polresta Cirebon menetapkan 28 orang sebagai tersangka kasus perusakan dan penjarahan kantor DPRD Kabupaten Cirebon dan Alun-alun Pataraksa Sumber. Perusakan dan penjarahan kantor wakil rakyat ini terjadi pada Sabtu (30/8/2025). . Kapolresta Cirebon Kombes Pol Sumarni https://t.co/WNn7KgDO5e""""",neutral
