teks,label,clean
"""""@CurutMincu37043 kalau temen sendiri biasanya tidak kelihatan dan Denial wkwk. Padahal yang dimasalahin itu demo anarkis dan penjarahan itu. Tapi lihat saja sekarang kelompoknya Ferry Irwandi merasa paling berjasa di demo DPR kemarin. Bahkan merasa paling berhak bikin tuntutan tapi nyalahin""""",negative,kalau temen sendiri biasa tidak lihat denial haha padahal dimasalahin demo anarkis penjarahan lihat sekarang kelompok ferry irwandi rasa paling jasa demo dpr kemarin bahkan rasa paling hak bikin tuntut nyalahin
"""""Polres Jaktim tetapkan 12 tersangka kasus penjarahan rumah Uya Kuya di Pondok Bambu. Kapolres: ada provokator pelaku penjarahan &amp"";"" penyerang petugas. Polisi masih buru pelaku lain. #UyaKuya #Polri #Jakarta https://t.co/Iny4fdtEKN""""",neutral,polres jaktim tetap 12 sangka kasus penjarahan rumah uya kuya pondok bambu kapolres provokator laku penjarahan amp serang tugas polisi buru laku
"""""Polisi menetapkan 12 tersangka dalam kasus penjarahan rumah politikus PAN Uya Kuya. Penjarahan terjadi di Duren Sawit Jakarta Timur. https://t.co/6rIlQO1Ihi""""",neutral,polisi tetap 12 sangka kasus penjarahan rumah politikus pan uya kuya penjarahan jadi duren sawit jakarta timur
"""""@tvOneNews Penjarahan harus di tindak tegas melalui hukum yg berlaku biar efek jera kepada siapapun yg melakukan kedepannya.""""",positive,penjarahan tindak tegas lalu hukum laku biar efek jera siapa laku depan
"""""Gaes please nonton ini dan sebarkan. Kerusuhan dan penjarahan Agustus lalu itu bener2 sistematis. Yes kita udah menduga ke arah sana sejak awal. Tapi info2 dan analisis dr Tempo lebih tajam dan bikin gue makin hah heh hoh.""""",negative,gaes nonton sebar kerusuhan penjarahan agustus lalu bener sistematis yes duga arah sana sejak awal info analisis tempo lebih tajam bikin gue makin hah heh hoh
"""""@si4riNew @bulepotanx Presiden Prabowo punya rekam jejak buruk selama tragedi 1998. Beliau turut andil dalam eskalasi kerusuhan dan penjarahan etnis Chindo. Orang China daratan menganggap keturunan China diaspora sebagai saudara mereka makanya sampe sekarang mereka masih gak terima.""""",negative,presiden prabowo punya rekam jejak buruk lama tragedi 1998 beliau turut andil eskalasi kerusuhan penjarahan etnis chindo orang china darat anggap turun china diaspora saudara makanya sampe sekarang tidak terima
"""""Kasus Penjarahan Rumah Uya Kuya Polisi Tetapkan 12 Tersangka https://t.co/FEXfihEiR3 https://t.co/K3ZO7tWZnb""""",neutral,kasus penjarahan rumah uya kuya polisi tetap 12 sangka
"""""Skrg malah cosplay penjarahan di rmhnya..Ya Gustiii itu makin ngeledek. Bnr2 udh mati hati nuraninya. Inget gaes 2029 JGN PILIH DARI ARTIS !!!""""",negative,skrg malah cosplay penjarahan rmhnya gusti makin ngeledek bnr mati hati nurani inget gaes 2029 jgn pilih artis
"""""@neVerAl0nely__ bisa kau buktikan ini video setelah penjarahan?""""",neutral,kau bukti video penjarahan
"""""12 Orang Jadi Tersangka Penjarahan di Rumah Uya Kuya https://t.co/LE8PYFW505""""",neutral,12 orang jadi sangka penjarahan rumah uya kuya
"""""Tambah Lagi! 12 Orang Kini jadi Tersangka Penjarahan Rumah Uya Kuya https://t.co/pGkvN0cusc""""",neutral,tambah 12 orang kini jadi sangka penjarahan rumah uya kuya
"""""Perusakan Penjarahan atau Pembakaran bukan hasil provokasi tapi hasil manipulasi irrasional yang diorkestrasi mereka yang punya kekuatan untuk memanfaatkannya! https://t.co/ltG8rnvt8A""""",negative,perusakan penjarahan pembakaran bukan hasil provokasi hasil manipulasi irrasional orkestrasi punya kuat manfaat
"""""Pada dasarnya hasutan untuk bertindak irrasional seperti pembakaran penjarahan atau perusakan adalah tindakan demagogis bukan provokasi. https://t.co/DtabvaVnsH""""",positive,dasar hasut tindak irrasional pembakaran penjarahan perusakan tindak demagogis bukan provokasi
"""""Tersangka Kasus Penjarahan Rumah Uya Kuya Jadi 12 Orang https://t.co/A90my0GT8A""""",neutral,sangka kasus penjarahan rumah uya kuya jadi 12 orang
"""""@judiciYASS penjarahan di rumah sahroni""""",neutral,penjarahan rumah sahroni
"""""Kerusuhan penjarahan dan kabar mundurnya Menteri Keuangan Sri Mulyani membuat pelaku pasar keuangan resah. Indeks Harga Saham Gabungan dan kurs rupiah sempat anjlok. Menteri Koordinator Perekonomian Airlangga Hartarto mesti turun ke lantai bursa untuk menenangkan pasar. https://t.co/ukwEnTmJ8b""""",neutral,kerusuhan penjarahan kabar mundur menteri uang sri mulyani buat laku pasar uang resah indeks harga saham gabung kurs rupiah sempat anjlok menteri koordinator ekonomi airlangga hartarto mesti turun lantai bursa tenang pasar
"""""Isu Sri Mulyani Mundur Meresahkan Pelaku Pasar Kerusuhan penjarahan dan kabar mundurnya Menteri Keuangan Sri Mulyani membuat pelaku pasar keuangan resah. Indeks Harga Saham Gabungan dan kurs rupiah sempat anjlok. Menteri Koordinator Perekonomian Airlangga Hartarto mesti turun https://t.co/MDE9jmzOAG""""",neutral,isu sri mulyani mundur resah laku pasar kerusuhan penjarahan kabar mundur menteri uang sri mulyani buat laku pasar uang resah indeks harga saham gabung kurs rupiah sempat anjlok menteri koordinator ekonomi airlangga hartarto mesti turun
"""""Tersangka Kasus Penjarahan Rumah Uya Kuya Bertambah Jadi 12 Orang https://t.co/ho87qrWJY6""""",neutral,sangka kasus penjarahan rumah uya kuya tambah jadi 12 orang
"""""@PreciosaKanti Kok kmrn lolos dr penjarahan ya nih org""""",negative,kok kmrn lolos penjarahan nih org
"""""Pihak kepolisian memberikan kabar terkini perihal kasus penjarahan rumah Uya Kuya. Disebutkan ada 12 orang ditetapkan sebagai tersangka. https://t.co/p3MGD46Hwz""""",neutral,pihak polisi beri kabar kini perihal kasus penjarahan rumah uya kuya sebut 12 orang tetap sangka
"""""Polres Metro Jakarta Timur menetapkan 12 orang sebagai tersangka dalam kasus penjarahan rumah Anggota Komisi IX DPR (nonaktif) Surya Utama atau Uya Kuya di kawasan Pondok Bambu Duren Sawit Jakarta Timur Sabtu (30/8) malam. 12 orang yang sudah kami tetapkan sebagai https://t.co/kXslZmERvV""""",neutral,polres metro jakarta timur tetap 12 orang sangka kasus penjarahan rumah anggota komisi ix dpr nonaktif surya utama uya kuya kawasan pondok bambu duren sawit jakarta timur sabtu 30 8 malam 12 orang tetap
"""""@txtdrimedia Kmrn kok lolos dr penjarahan""""",negative,kmrn kok lolos penjarahan
"""""Penjarahan di Rumah Uya Kuya 12 Orang jadi Tersangka https://t.co/G9q5rcvKwo""""",neutral,penjarahan rumah uya kuya 12 orang jadi sangka
"""""Taktik Kuno Lagian kalian kok bisa cari Kambing Hitam atas penjarahan sementara Bandar Judol meuni hararese? Cuma masang Spanduk Stop Judi Online/Offline ? Jangan2 orang2an lo lagi yak? Salam Presisi""""",negative,taktik kuno lagi kalian kok cari kambing hitam atas penjarahan bandar judol meuni hararese cuma masang spanduk stop judi online offline jangan orang2an lo yak salam presisi
"""""Polisi Tetapkan 12 Tersangka dalam Kasus Penjarahan Rumah Uya Kuya #Polisi #Tetapkan #Tersangka #Kasus #Penjarahan #Rumah #UyaKuya #DemoBuruh #DemoMassa #Berita #Info https://t.co/9HCYroqgvr""""",neutral,polisi tetap 12 sangka kasus penjarahan rumah uya kuya
"""""'Black mamba' viral dikaitkan hoax temuan penjarahan warga di rumah politisi. Terlepas dari itu ini kata dr Boyke. https://t.co/pIl23FRRGU""""",neutral,black mamba viral kait hoax temu penjarahan warga rumah politis lepas kata boyke
"""""@milenialbantenz Fokus pada tuntutan jaga persatuan dan jangan sampai ada penjarahan di lingkungan sekitar""""",positive,fokus tuntut jaga satu jangan penjarahan lingkung
"""""Penjarahan tidak bisa dibenarkan https://t.co/iLQBsK8WJB""""",positive,penjarahan tidak benar
"""""Polres Metro Jakarta Timur menetapkan 12 orang sebagai tersangka dalam kasus penjarahan rumah Anggota Komisi IX DPR (nonaktif) Surya Utama atau Uya Ku... https://t.co/6iHKv9rsBf""""",neutral,polres metro jakarta timur tetap 12 orang sangka kasus penjarahan rumah anggota komisi ix dpr nonaktif surya utama uya ku
"""""Viral. Sri Mulyani Patah Hati Lukisan Bunga Dijarah #srimulyani #patahhati #penjarahan #quotes #fyp https://t.co/J26RtxOIZr""""",negative,viral sri mulyani patah hati kamukisan bunga penjarahan
"""""@savicali Ada dua kemungkinan maksud dari konseptor penjarahan: 1.Ingin menambah ekshalasi kerusuhan dengan penjarahan rumah personal pejabat. 2.Ingin mengalihkan sasaran kerusuhan dari kemarahan pada institusi menjadi kemarahan pada personal pejabat. Entah yang mana maksudnya?""""",neutral,mungkin maksud konseptor penjarahan 1 tambah ekshalasi kerusuhan penjarahan rumah personal jabat 2 alih sasar kerusuhan marah institusi jadi marah personal jabat entah mana maksud
"""""@kompascom Bukan penjarahan sih cuma pindahan diamankan dulu.""""",neutral,bukan penjarahan sih cuma pindah aman dulu
"""""Tapi ni bukan pembunohan besar-besaran dan penjarahan oleh pihak luarlah. Lebih ke perang saudara dan campur tangan Belanda. Sengaja menyelit. Hehe.""""",neutral,ni bukan pembunohan besar besar penjarahan pihak kamuarlah lebih perang saudara campur tangan belanda sengaja selit haha
"""""Begitu brutalnya pembakaran halte dan fasilitas umum hingga penjarahan rumah sejumlah pejabat telah mengkambinghitamkan perjuangan emansipasi rakyat. https://t.co/36ACmdMCdz""""",negative,brutal pembakaran halte fasilitas umum hingga penjarahan rumah jumlah jabat mengkambinghitamkan juang emansipasi rakyat
"""""Direktorat Tindak Pidana Siber Bareskrim Polri bersama Polda jajaran menangkap 7 orang tersangka yang diduga menyebarkan konten provokatif di media sosial terkait aksi penjarahan @CCICPolri https://t.co/LVsqYhGHe5""""",neutral,direktorat kriminalitas siber bareskrim polri sama polda jajar tangkap 7 orang sangka duga sebar konten provokatif media sosial kait aksi penjarahan
"""""Jadi siapa yg memotori penjarahan rumah Sahroni Eko Uya Kuya dan Sri Mulyani? Karena jawabannya membantu kita memahami apa yg sesungguhnya terjadi. Organik warga marah yg digerakkan Tiktok ato dimotori org-org terorganisir? Smntr ini yg ditangkep sptnya msh org sekitar.""""",negative,jadi siapa motor penjarahan rumah sahroni eko uya kuya sri mulyani jawab bantu paham apa sungguh jadi organik warga marah gerak tiktok ato motor org org organisir samantr ditangkep sptnya org
"""""@ARSIPAJA Sepertinya ibu ini tidak sadar bahwa dirinya selama ini telah lakukan penjarahan secara masal dan lebih besar besaran pada rakyat ini untuk biayai kelakuan konco konconya di pemerintahan dan parlemen..""""",negative,seperti ibu tidak sadar diri lama laku penjarahan masal lebih besar besar rakyat biaya laku konco konco perintah parlemen
"""""@tanyarlfes penjarahan rumah fizi""""",neutral,penjarahan rumah fizi
"""""Direktorat Tindak Pidana Siber Bareskrim Polri bersama Polda jajaran menangkap 7 orang tersangka yang diduga menyebarkan konten provokatif di media sosial terkait aksi penjarahan #PolriPresisi #SalamPresisi #StaySafe #HindariProvokasi https://t.co/tAksoBo8zs""""",neutral,direktorat kriminalitas siber bareskrim polri sama polda jajar tangkap 7 orang sangka duga sebar konten provokatif media sosial kait aksi penjarahan
"""""Mari Jaga Kondusifitas Tolak Anarkis Penjarahan dan Mari kawal aspirasi dengan cara Damai dan Bermartabat https://t.co/hq6kMg3X5Y""""",positive,jaga kondusifitas tolak anarkis penjarahan kawal aspirasi cara damai martabat
"""""@pjwoocue @txtdrimedia Laah mang mereka goblok siy.. Lah wong gak ada syarat S1. Saat penjarahan jg gak ada buku drmh2 mewah itu""""",negative,laah mang goblok siy lah wong tidak syarat s penjarahan tidak buku drmh mewah
"""""@didilionrich Memang keputusan di DPR bersifat kolektif kolegial tapi @puanmaharani_ri yg termasuk yg se7. IRONIS MEMANG sebuah partai dg jargon partai WONG CILIK sikapnya gitu. Pdhal bisa saja dia tolak tt https://t.co/BOYtBmK3EP Walaupun demikian bukan artinya saya se7 penjarahan ya.""""",positive,memang putus dpr sifat kolektif kolegial masuk se ironis memang buah partai jargon partai wong cilik sikap gitu pdhal tolak tt walaupun bukan arti se penjarahan
"""""Keluarga Ahmad Sahroni tidak akan melaporkan ke polisi bagi warga yang mengembalikan barang-barang hasil jarahan mereka. Polres Metro Jakarta Utara telah melimpahkan pengungkapan kasus penjarahan rumah Ahmad Sahroni ke Polda Metro Jaya. Pihak keluarga juga menegaskan tidak https://t.co/PZ2ijKHUcz""""",positive,keluarga ahmad sahroni tidak lapor polisi warga kembali barang barang hasil jarah polres metro jakarta utara limpah ungkap kasus penjarahan rumah ahmad sahroni polda metro jaya pihak keluarga tegas tidak
"""""https://t.co/xk7DyUOiz6 CILACAP - Penanganan kasus kerusuhan yang berujung perusakan penjarahan hingga pembakaran kantor DPRD Kabupaten Cilacap pada Sabtu 30 Agustus 2025 masih terus bergulir. Polresta Cilacap memastikan jumlah tersangka yang awalnya 12 orang kini meningkat https://t.co/R0CvcIWWDF""""",neutral,cilacap tangan kasus kerusuhan ujung perusakan penjarahan hingga pembakaran kantor dprd kabupaten cilacap sabtu 30 agustus 2025 terus gulir polresta cilacap pasti jumlah sangka awal 12 orang kini tingkat
"""""Dugaan Sementara Netizen Tentang Keterlibatan Refly Harun Dalam Peristiwa Demonstrasi dan Penjarahan Di Rumah Ahmad Sahroni Eko Patrio Nafa Urbach dan Uya Kuya Menemui Titik Terang Setelah Delpedro Marhaen Diciduk.""""",negative,duga netizen libat refly harun peristiwa demonstrasi penjarahan rumah ahmad sahroni eko patrio nafa urbach uya kuya temu titik terang delpedro marhaen ciduk
"""""Polda Jatim mengungkap penangkapan MT (19) warga Sampang yang melakukan penjarahan di Polsek Tegalsari Surabaya saat kerusuhan 29 31 Agustus 2025. @DivHumas_Polri #polriuntukmasyarakat #polripresisi #humaspolri #humaspoldajatim #poldajatim #polripeduli #unjukrasa #jawatimur https://t.co/ZRTqT3AlRQ""""",neutral,polda jatim ungkap tangkap mt 19 warga sampang laku penjarahan polsek tegalsari surabaya kerusuhan 29 31 agustus 2025
"""""Polda Jatim berhasil mengungkap rangkaian Aksi Anarkis yang terjadi di Kota Surabaya pada 29 31 Agustus 2025.Dari aksi pembakaran Gedung Negara Grahadi penjarahan di sejumlah lokasi hingga penganiayaan Aparat total 33 orang telah ditetapkan sebagai tersangka. @DivHumas_Polri https://t.co/vqcFkwy5nE""""",neutral,polda jatim hasil ungkap rangkai aksi anarkis jadi kota surabaya 29 31 agustus 2025 aksi pembakaran gedung negara grahadi penjarahan jumlah lokasi hingga aniaya aparat total 33 orang tetap sangka
"""""Polres Metro Jakarta Utara Fasilitasi Penyerahan Barang Hasil Penjarahan di Rumah Ahmad Sahroni https://t.co/D7mZinRTVI""""",positive,polres metro jakarta utara fasilitas serah barang hasil penjarahan rumah ahmad sahroni
"""""Sejumlah pejabat publik mengalami penjarahan di rumahnya. Usut punya usut akibat dari sikap dan pernyataannya yang memantik kemarahan masyarakat. Ikuti pembahasan selengkapnya di #PopNewsKompasTV pukul 09.30 WIB! ▶️https://t.co/rUTSoY7Gv2 https://t.co/m528t7bpjO""""",neutral,jumlah jabat publik alami penjarahan rumah usut punya usut akibat sikap nyata mantik marah masyarakat ikut bahas lengkap pukul 09 30 wib
"""""GUA SAMA SEKALI GAK SUKA DAN GA SETUJU ADANYA PENJARAHAN Tapi gue demen doi ga nyaman dan ngerasa ga aman""""",negative,sama sekali tidak suka ga tuju ada penjarahan gue demen doi ga nyaman ngerasa ga aman
"""""Polresta Cirebon Ungkap Kasus Pengrusakan dan Penjarahan di Gedung DPRD dan Taman Pataraksa Polresta Cirebon berhasil mengungkap kasus pengrusakan pembakaran dan penjarahan yang terjadi di Kantor DPRD Kabupaten Cirebon dan Taman Pataraksa milik Dinas Lingkungan Hidup (DLH) https://t.co/zFb2NXvzFS""""",neutral,polresta cirebon ungkap kasus rusa penjarahan gedung dprd taman pataraksa polresta cirebon hasil ungkap kasus rusa pembakaran penjarahan jadi kantor dprd kabupaten cirebon taman pataraksa milik dinas lingkung hidup dlh
"""""@ARSIPAJA Penjarahan terbesar tuh dari pemerintah itu sendiri 1. Perampasan tanah adat 2. Perampasan tanah rakyat 3. Kerusakan lingkungan akibat tambang 4. Lingkungan jadi tercemar dan banyak rakyat yang jadi korbannya 5. Mengeruk SDA nya tetapi masyarakatnya yang jadi korbannya""""",negative,penjarahan besar tuh perintah sendiri 1 perampasan tanah adat 2 perampasan tanah rakyat 3 rusa lingkung akibat tambang 4 lingkung jadi cemar banyak rakyat jadi korban 5 keruk sda nya tetapi masyarakat jadi korban
"""""Gara2 penjarahan &amp""; rusuh kemaren tiap ada perlu malem2 dan liat toko2 pada tutup jd parno sendiri Minggu lalu bener2 selisih sekian menit dari aku keluar beli makan sebelum ada kerusuhan &amp;"" pembakaran. Ngeri sendiri kalo diinget2""""",negative,gara penjarahan amp rusuh kemaren tiap perlu malem liat toko tutup jadi parno sendiri minggu lalu bener selisih sekian menit aku keluar beli makan kerusuhan amp pembakaran ngeri sendiri kalo diinget
"""""@hewentbananas @ariefrvv @salam4jari Si dongo msi aja denial ibu2 yg treak provokasi di tengah2 aksi penjarahan dan lantas di jadikan simbol pergerakan oleh para penjarah lalu lu glorifikasi? Logika iblis emang bebal """"",negative,si dongo msi denial ibu treak provokasi tengah aksi penjarahan lantas jadi simbol gera jarah lalu kamu glorifikasi logika iblis emang bebal
